labels,Intensity
"[1.71, 2.54]","[0.89212519 0.89256776 0.89388824 0.89606505 0.89906261 0.90283191
 0.90731131 0.91242753 0.91809684 0.9242264  0.93071579 0.93745864
 0.94434433 0.95125985 0.95809164 0.96472742 0.97105808 0.97697946
 0.9823941  0.98721282 0.99135624 0.99475606 0.99735623 0.99911387
 1.         1.         0.99911387 0.99735623 0.99475606 0.99135624
 0.98721282 0.9823941  0.97697946 0.97105808 0.96472742 0.95809164
 0.95125985 0.94434433 0.93745864 0.93071579 0.9242264  0.91809684
 0.91242753 0.90731131 0.90283191 0.89906261 0.89606505 0.89388824
 0.89256776 0.89212519]"
"[2.6, 1.36]","[0.         0.         0.         0.         0.         0.
 0.         0.03550393 0.10705584 0.17985596 0.2538899  0.32879848
 0.40398418 0.4786785  0.55199122 0.6229514  0.69054499 0.75375036
 0.81157191 0.86307103 0.90739372 0.94379415 0.97165391 0.99049689
 1.         1.         0.99049689 0.97165391 0.94379415 0.90739372
 0.86307103 0.81157191 0.75375036 0.69054499 0.6229514  0.55199122
 0.4786785  0.40398418 0.32879848 0.2538899  0.17985596 0.10705584
 0.03550393 0.         0.         0.         0.         0.
 0.         0.        ]"
"[1.15, 1.38]","[1.         0.99661673 0.98652186 0.96987903 0.94695728 0.91812553
 0.88384516 0.84466081 0.80118989 0.75411099 0.7041519  0.65207766
 0.59867926 0.54476366 0.49114553 0.43864121 0.38806481 0.34022622
 0.29592966 0.2559706  0.22112784 0.1921465  0.16970881 0.15439241
 0.14662138 0.14662138 0.15439241 0.16970881 0.1921465  0.22112784
 0.2559706  0.29592966 0.34022622 0.38806481 0.43864121 0.49114553
 0.54476366 0.59867926 0.65207766 0.7041519  0.75411099 0.80118989
 0.84466081 0.88384516 0.91812553 0.94695728 0.96987903 0.98652186
 0.99661673 1.        ]"
"[1.11, 0.94]","[1.         0.99458839 0.97843087 0.95175729 0.91494413 0.86850456
 0.81307512 0.74939893 0.67830627 0.60069265 0.51749528 0.42966847
 0.33815878 0.2438814  0.14769967 0.05041203 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.05041203 0.14769967
 0.2438814  0.33815878 0.42966847 0.51749528 0.60069265 0.67830627
 0.74939893 0.81307512 0.86850456 0.91494413 0.95175729 0.97843087
 0.99458839 1.        ]"
"[1.48, 1.64]","[1.         0.99929438 0.99718905 0.99371844 0.98893928 0.98292972
 0.97578799 0.96763089 0.9585918  0.94881857 0.93847111 0.92771879
 0.91673771 0.90570785 0.89481014 0.88422356 0.87412212 0.86467213
 0.85602935 0.84833645 0.84172058 0.83629124 0.8321384  0.82933094
 0.82791546 0.82791546 0.82933094 0.8321384  0.83629124 0.84172058
 0.84833645 0.85602935 0.86467213 0.87412212 0.88422356 0.89481014
 0.90570785 0.91673771 0.92771879 0.93847111 0.94881857 0.9585918
 0.96763089 0.97578799 0.98292972 0.98893928 0.99371844 0.99718905
 0.99929438 1.        ]"
"[1.91, 2.5]","[0.75227039 0.75328467 0.75631103 0.76130024 0.76817115 0.77681196
 0.78708205 0.79881417 0.81181716 0.82587892 0.84076986 0.85624651
 0.87205546 0.88793746 0.90363165 0.91887983 0.93343078 0.94704441
 0.95949583 0.97057911 0.98011079 0.98793298 0.99391603 0.99796073
 1.         1.         0.99796073 0.99391603 0.98793298 0.98011079
 0.97057911 0.95949583 0.94704441 0.93343078 0.91887983 0.90363165
 0.88793746 0.87205546 0.85624651 0.84076986 0.82587892 0.81181716
 0.79881417 0.78708205 0.77681196 0.76817115 0.76130024 0.75631103
 0.75328467 0.75227039]"
"[2.32, 2.51]","[0.52317108 0.52512482 0.53095345 0.54055985 0.55378464 0.57040949
 0.59016149 0.61271806 0.63771232 0.66473885 0.69335967 0.72311061
 0.75350817 0.78405675 0.81425634 0.84361059 0.87163508 0.89786562
 0.92186635 0.94323744 0.96162218 0.9767133  0.98825837 0.99606416
 1.         1.         0.99606416 0.98825837 0.9767133  0.96162218
 0.94323744 0.92186635 0.89786562 0.87163508 0.84361059 0.81425634
 0.78405675 0.75350817 0.72311061 0.69335967 0.66473885 0.63771232
 0.61271806 0.59016149 0.57040949 0.55378464 0.54055985 0.53095345
 0.52512482 0.52317108]"
"[1.62, 0.61]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.58, 2.03]","[1.         0.99642303 0.98575297 0.96817134 0.9439773  0.91358247
 0.87750331 0.83635114 0.79081952 0.74166954 0.68971323 0.63579594
 0.58077883 0.52552236 0.47087246 0.41765019 0.36664615 0.31862009
 0.27430548 0.23441737 0.19965985 0.17072623 0.14828251 0.13292602
 0.12511976 0.12511976 0.13292602 0.14828251 0.17072623 0.19965985
 0.23441737 0.27430548 0.31862009 0.36664615 0.41765019 0.47087246
 0.52552236 0.58077883 0.63579594 0.68971323 0.74166954 0.79081952
 0.83635114 0.87750331 0.91358247 0.9439773  0.96817134 0.98575297
 0.99642303 1.        ]"
"[1.34, 0.93]","[1.         0.99499298 0.98003977 0.95534276 0.92123545 0.87817693
 0.82674447 0.76762476 0.70160407 0.62955808 0.55244201 0.47128184
 0.38716743 0.30124835 0.21473306 0.12889174 0.04506205 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04506205 0.12889174 0.21473306
 0.30124835 0.38716743 0.47128184 0.55244201 0.62955808 0.70160407
 0.76762476 0.82674447 0.87817693 0.92123545 0.95534276 0.98003977
 0.99499298 1.        ]"
"[0.64, 0.86]","[1.         0.9946908  0.97884857 0.95272712 0.9167416  0.87145673
 0.81757039 0.75589255 0.68731978 0.61280526 0.53332434 0.4498349
 0.36323056 0.27428254 0.18356038 0.09131125 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.09131125 0.18356038
 0.27428254 0.36323056 0.4498349  0.53332434 0.61280526 0.68731978
 0.75589255 0.81757039 0.87145673 0.9167416  0.95272712 0.97884857
 0.9946908  1.        ]"
"[1.06, 1.2]","[1.         0.99571763 0.98293865 0.96186582 0.93283185 0.89629165
 0.8528118  0.80305759 0.74777788 0.68778867 0.62395575 0.55717765
 0.48836964 0.41845027 0.34833187 0.27891718 0.21110463 0.14580578
 0.08397852 0.02667807 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02667807 0.08397852 0.14580578 0.21110463 0.27891718 0.34833187
 0.41845027 0.48836964 0.55717765 0.62395575 0.68778867 0.74777788
 0.80305759 0.8528118  0.89629165 0.93283185 0.96186582 0.98293865
 0.99571763 1.        ]"
"[1.85, 2.01]","[0.62297775 0.624527   0.62914896 0.6367667  0.64725372 0.66043636
 0.67609702 0.69397805 0.71378613 0.73519713 0.75786126 0.7814086
 0.8054548  0.82960707 0.85347037 0.87665365 0.89877623 0.919474
 0.93840557 0.95525798 0.96975215 0.98164762 0.99074681 0.99689839
 1.         1.         0.99689839 0.99074681 0.98164762 0.96975215
 0.95525798 0.93840557 0.919474   0.89877623 0.87665365 0.85347037
 0.82960707 0.8054548  0.7814086  0.75786126 0.73519713 0.71378613
 0.69397805 0.67609702 0.66043636 0.64725372 0.6367667  0.62914896
 0.624527   0.62297775]"
"[0.36, 2.92]","[1.         0.99869483 0.99480097 0.98838294 0.97954706 0.96843959
 0.95524422 0.94017888 0.92349209 0.9054587  0.88637527 0.86655519
 0.84632349 0.82601155 0.8059518  0.78647238 0.76789197 0.75051469
 0.7346253  0.72048456 0.70832498 0.69834692 0.69071514 0.68555592
 0.68295473 0.68295473 0.68555592 0.69071514 0.69834692 0.70832498
 0.72048456 0.7346253  0.75051469 0.76789197 0.78647238 0.8059518
 0.82601155 0.84632349 0.86655519 0.88637527 0.9054587  0.92349209
 0.94017888 0.95524422 0.96843959 0.97954706 0.98838294 0.99480097
 0.99869483 1.        ]"
"[0.55, 0.63]","[1.         0.99481586 0.97934403 0.95382409 0.9186481  0.8743498
 0.82158974 0.7611365  0.69384438 0.6206278  0.54243281 0.46020576
 0.37485892 0.28723237 0.19805    0.10786681 0.01700306 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01700306 0.10786681 0.19805
 0.28723237 0.37485892 0.46020576 0.54243281 0.6206278  0.69384438
 0.7611365  0.82158974 0.8743498  0.9186481  0.95382409 0.97934403
 0.99481586 1.        ]"
"[0.38, 0.41]","[1.         0.99589796 0.98365567 0.96346322 0.93563278 0.90059175
 0.85887353 0.81110624 0.75799971 0.70033144 0.63893222 0.57467203
 0.50844741 0.44117113 0.37376563 0.30716142 0.242302   0.18015615
 0.12173773 0.06812968 0.02050361 0.         0.         0.
 0.         0.         0.         0.         0.         0.02050361
 0.06812968 0.12173773 0.18015615 0.242302   0.30716142 0.37376563
 0.44117113 0.50844741 0.57467203 0.63893222 0.70033144 0.75799971
 0.81110624 0.85887353 0.90059175 0.93563278 0.96346322 0.98365567
 0.99589796 1.        ]"
"[2.42, 2.35]","[0.37053598 0.3731418  0.38091129 0.39370275 0.4112868  0.43335505
 0.45952969 0.4893728  0.52239464 0.55806087 0.59579915 0.63500564
 0.67505207 0.71529366 0.75507809 0.79375561 0.83068982 0.86526889
 0.89691677 0.92510395 0.94935735 0.96926913 0.98450405 0.99480552
 1.         1.         0.99480552 0.98450405 0.96926913 0.94935735
 0.92510395 0.89691677 0.86526889 0.83068982 0.79375561 0.75507809
 0.71529366 0.67505207 0.63500564 0.59579915 0.55806087 0.52239464
 0.4893728  0.45952969 0.43335505 0.4112868  0.39370275 0.38091129
 0.3731418  0.37053598]"
"[2.45, 0.09]","[0.         0.         0.         0.         0.         0.
 0.00361518 0.06215105 0.12639967 0.19517728 0.26726055 0.34141035
 0.41639219 0.49099376 0.56404004 0.63440647 0.7010307  0.76292323
 0.81917714 0.86897712 0.91160761 0.94646018 0.97303996 0.99097091
 1.         1.         0.99097091 0.97303996 0.94646018 0.91160761
 0.86897712 0.81917714 0.76292323 0.7010307  0.63440647 0.56404004
 0.49099376 0.41639219 0.34141035 0.26726055 0.19517728 0.12639967
 0.06215105 0.00361518 0.         0.         0.         0.
 0.         0.        ]"
"[3.1, 0.19]","[0.57199649 0.57378322 0.57911178 0.58788812 0.5999582  0.6151117
 0.63308698 0.65357676 0.67623432 0.70068    0.72650785 0.7532923
 0.78059485 0.80797073 0.83497558 0.86117207 0.88613652 0.9094653
 0.93078115 0.94973911 0.96603207 0.97939584 0.98961347 0.99651895
 1.         1.         0.99651895 0.98961347 0.97939584 0.96603207
 0.94973911 0.93078115 0.9094653  0.88613652 0.86117207 0.83497558
 0.80797073 0.78059485 0.7532923  0.72650785 0.70068    0.67623432
 0.65357676 0.63308698 0.6151117  0.5999582  0.58788812 0.57911178
 0.57378322 0.57199649]"
"[2.18, 0.17]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[1.14, 0.88]","[1.         0.99411438 0.97653765 0.94750808 0.90741565 0.8567916
 0.79629408 0.72669019 0.64883502 0.5636478  0.47208605 0.37511801
 0.27369443 0.16872082 0.06103291 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.06103291
 0.16872082 0.27369443 0.37511801 0.47208605 0.5636478  0.64883502
 0.72669019 0.79629408 0.8567916  0.90741565 0.94750808 0.97653765
 0.99411438 1.        ]"
"[2.97, 1.76]","[0.         0.         0.         0.         0.         0.
 0.00439503 0.06932752 0.13601368 0.2046651  0.27509443 0.34683825
 0.41923067 0.49145366 0.56257776 0.63159956 0.69747825 0.75917137
 0.81566887 0.86602422 0.90938147 0.94499767 0.97226031 0.99070015
 1.         1.         0.99070015 0.97226031 0.94499767 0.90938147
 0.86602422 0.81566887 0.75917137 0.69747825 0.63159956 0.56257776
 0.49145366 0.41923067 0.34683825 0.27509443 0.2046651  0.13601368
 0.06932752 0.00439503 0.         0.         0.         0.
 0.         0.        ]"
"[0.67, 0.68]","[1.         0.99441536 0.97774598 0.9502431  0.91231724 0.86452603
 0.80755733 0.74220762 0.66935604 0.58993372 0.50488833 0.41514255
 0.32154416 0.22480252 0.1254016  0.02346971 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.02346971 0.1254016
 0.22480252 0.32154416 0.41514255 0.50488833 0.58993372 0.66935604
 0.74220762 0.80755733 0.86452603 0.91231724 0.9502431  0.97774598
 0.99441536 1.        ]"
"[2.83, 2.37]","[0.15726167 0.16098447 0.1720431  0.19012583 0.21476317 0.24538047
 0.28134149 0.32197571 0.36658994 0.41447001 0.46487812 0.51705024
 0.57019618 0.62350322 0.67614385 0.72728671 0.77611037 0.82181867
 0.86365667 0.9009264  0.93300149 0.95934007 0.97949575 0.99312629
 1.         1.         0.99312629 0.97949575 0.95934007 0.93300149
 0.9009264  0.86365667 0.82181867 0.77611037 0.72728671 0.67614385
 0.62350322 0.57019618 0.51705024 0.46487812 0.41447001 0.36658994
 0.32197571 0.28134149 0.24538047 0.21476317 0.19012583 0.1720431
 0.16098447 0.15726167]"
"[1.78, 2.26]","[0.7727217  0.77365318 0.77643243 0.78101407 0.78732332 0.79525719
 0.80468618 0.81545635 0.82739181 0.84029756 0.85396262 0.8681634
 0.88266732 0.89723658 0.91163202 0.92561702 0.93896142 0.95144533
 0.9628628  0.97302526 0.9817647  0.98893655 0.99442206 0.99813036
 1.         1.         0.99813036 0.99442206 0.98893655 0.9817647
 0.97302526 0.9628628  0.95144533 0.93896142 0.92561702 0.91163202
 0.89723658 0.88266732 0.8681634  0.85396262 0.84029756 0.82739181
 0.81545635 0.80468618 0.79525719 0.78732332 0.78101407 0.77643243
 0.77365318 0.7727217 ]"
"[2.08, 0.71]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.0233128  0.15769657 0.28484105 0.40430348 0.51538223 0.61722863
 0.70892859 0.78956513 0.85826797 0.91425354 0.95685717 0.98555845
 1.         1.         0.98555845 0.95685717 0.91425354 0.85826797
 0.78956513 0.70892859 0.61722863 0.51538223 0.40430348 0.28484105
 0.15769657 0.0233128  0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[2.15, 1.77]","[0.22931458 0.23264405 0.24255195 0.25880497 0.28103866 0.30878565
 0.34150273 0.37859208 0.41941534 0.46330163 0.50955205 0.5574429
 0.60622956 0.65515201 0.70344249 0.75033536 0.79507857 0.83694643
 0.87525293 0.90936485 0.93871427 0.96280984 0.98124649 0.9937134
 1.         1.         0.9937134  0.98124649 0.96280984 0.93871427
 0.90936485 0.87525293 0.83694643 0.79507857 0.75033536 0.70344249
 0.65515201 0.60622956 0.5574429  0.50955205 0.46330163 0.41941534
 0.37859208 0.34150273 0.30878565 0.28103866 0.25880497 0.24255195
 0.23264405 0.22931458]"
"[0.84, 1.93]","[1.         0.99683998 0.98741351 0.9718804  0.95050384 0.92364556
 0.89175913 0.85538115 0.8151207  0.7716472  0.72567705 0.67795959
 0.62926322 0.58036224 0.53202521 0.48500544 0.4400339  0.39781448
 0.35902088 0.32429376 0.29423599 0.26940337 0.2502887  0.23729869
 0.23072652 0.23072652 0.23729869 0.2502887  0.26940337 0.29423599
 0.32429376 0.35902088 0.39781448 0.4400339  0.48500544 0.53202521
 0.58036224 0.62926322 0.67795959 0.72567705 0.7716472  0.8151207
 0.85538115 0.89175913 0.92364556 0.95050384 0.9718804  0.98741351
 0.99683998 1.        ]"
"[0.55, 2.02]","[1.         0.99633932 0.98541959 0.96742673 0.94266716 0.91156249
 0.87464172 0.83253087 0.78594    0.73564787 0.68248461 0.62731344
 0.57101225 0.51445653 0.45850495 0.40398889 0.35170726 0.30242724
 0.25689105 0.21582732 0.17996326 0.15002956 0.12674592 0.11077493
 0.10264193 0.10264193 0.11077493 0.12674592 0.15002956 0.17996326
 0.21582732 0.25689105 0.30242724 0.35170726 0.40398889 0.45850495
 0.51445653 0.57101225 0.62731344 0.68248461 0.73564787 0.78594
 0.83253087 0.87464172 0.91156249 0.94266716 0.96742673 0.98541959
 0.99633932 1.        ]"
"[1.34, 0.85]","[1.         0.99348697 0.97403021 0.94187527 0.89742657 0.84124039
 0.77401556 0.69658243 0.60989073 0.51499719 0.41305412 0.30530014
 0.1930547  0.07771812 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.07771812 0.1930547  0.30530014 0.41305412 0.51499719 0.60989073
 0.69658243 0.77401556 0.84124039 0.89742657 0.94187527 0.97403021
 0.99348697 1.        ]"
"[1.6, 1.02]","[0.61238932 0.61402026 0.61888416 0.62689485 0.63791086 0.65173861
 0.66813654 0.68682026 0.70746834 0.72972864 0.75322492 0.77756372
 0.8023412  0.82714985 0.85158512 0.8752517  0.8977695  0.9187793
 0.93794788 0.95497281 0.96958666 0.98156073 0.99070818 0.99688661
 1.         1.         0.99688661 0.99070818 0.98156073 0.96958666
 0.95497281 0.93794788 0.9187793  0.8977695  0.8752517  0.85158512
 0.82714985 0.8023412  0.77756372 0.75322492 0.72972864 0.70746834
 0.68682026 0.66813654 0.65173861 0.63791086 0.62689485 0.61888416
 0.61402026 0.61238932]"
"[2.54, 2.07]","[0.14057592 0.14438584 0.15569634 0.17417142 0.19931236 0.23051941
 0.26714019 0.3084967  0.353894   0.40261805 0.45392994 0.5070611
 0.56121234 0.61555735 0.66925098 0.7214413  0.77128458 0.81796204
 0.86069706 0.89877191 0.9315431  0.95845467 0.97904924 0.99297662
 1.         1.         0.99297662 0.97904924 0.95845467 0.9315431
 0.89877191 0.86069706 0.81796204 0.77128458 0.7214413  0.66925098
 0.61555735 0.56121234 0.5070611  0.45392994 0.40261805 0.353894
 0.3084967  0.26714019 0.23051941 0.19931236 0.17417142 0.15569634
 0.14438584 0.14057592]"
"[1.97, 3.04]","[0.95094158 0.95114303 0.95174407 0.95273485 0.95409915 0.9558146
 0.95785309 0.96018119 0.96276075 0.96554944 0.96850154 0.97156859
 0.97470027 0.97784516 0.98095161 0.9839686  0.98684656 0.98953819
 0.99199925 0.99418927 0.99607225 0.9976172  0.99879872 0.99959736
 1.         1.         0.99959736 0.99879872 0.9976172  0.99607225
 0.99418927 0.99199925 0.98953819 0.98684656 0.9839686  0.98095161
 0.97784516 0.97470027 0.97156859 0.96850154 0.96554944 0.96276075
 0.96018119 0.95785309 0.9558146  0.95409915 0.95273485 0.95174407
 0.95114303 0.95094158]"
"[2.51, 0.15]","[0.         0.         0.         0.         0.         0.02404646
 0.07344143 0.12908092 0.18984808 0.25459349 0.32215948 0.39139814
 0.46118446 0.53042634 0.59807274 0.6631212  0.72462516 0.78170152
 0.8335385  0.87940355 0.91865117 0.95073038 0.97519146 0.9916917
 1.         1.         0.9916917  0.97519146 0.95073038 0.91865117
 0.87940355 0.8335385  0.78170152 0.72462516 0.6631212  0.59807274
 0.53042634 0.46118446 0.39139814 0.32215948 0.25459349 0.18984808
 0.12908092 0.07344143 0.02404646 0.         0.         0.
 0.         0.        ]"
"[2.34, 0.7]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00635579 0.11712275
 0.22408462 0.32722193 0.42609827 0.52002218 0.60815171 0.68956821
 0.76333252 0.82853024 0.88430933 0.92991174 0.96469947 0.98817559
 1.         1.         0.98817559 0.96469947 0.92991174 0.88430933
 0.82853024 0.76333252 0.68956821 0.60815171 0.52002218 0.42609827
 0.32722193 0.22408462 0.11712275 0.00635579 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
"[1.78, 2.97]","[0.95551389 0.95569657 0.95624164 0.95714015 0.95837738 0.95993305
 0.96178166 0.96389289 0.96623214 0.96876102 0.97143805 0.9742193
 0.97705912 0.97991089 0.98272778 0.98546353 0.98807317 0.99051384
 0.99274542 0.99473121 0.99643858 0.99783944 0.99891076 0.99963492
 1.         1.         0.99963492 0.99891076 0.99783944 0.99643858
 0.99473121 0.99274542 0.99051384 0.98807317 0.98546353 0.98272778
 0.97991089 0.97705912 0.9742193  0.97143805 0.96876102 0.96623214
 0.96389289 0.96178166 0.95993305 0.95837738 0.95714015 0.95624164
 0.95569657 0.95551389]"
